Var1,Var2,mean_aa_dist
PB2_14,PB2_39,5.79605263157895
PB2_14,PB2_40,6.25
PB2_14,PB2_41,2.4078947368421
PB2_14,PB2_42,6.4078947368421
PB2_14,PB2_43,6.4078947368421
PB2_14,PB2_44,19.1315789473684
PB2_14,PB2_45,40.6052631578947
PB2_14,PB2_46,11.3289473684211
PB2_14,PB2_47,7.4078947368421
PB2_15,PB2_16,5.23461853978671
PB2_15,PB2_17,5.83566646378575
PB2_15,PB2_18,15.5433962264151
PB2_15,PB2_19,5.59164420485175
PB2_15,PB2_20,28.4177897574124
PB2_15,PB2_21,8.68650217706822
PB2_15,PB2_22,7.13207547169811
PB2_15,PB2_23,4.50786163522013
PB2_15,PB2_24,15.3820754716981
PB2_15,PB2_25,7.27493261455526
PB2_15,PB2_26,7.03504043126684
PB2_15,PB2_27,7.92452830188679
PB2_15,PB2_28,56.5754716981132
PB2_15,PB2_29,6.79874213836478
PB2_15,PB2_30,5.46540880503145
PB2_15,PB2_31,8.79874213836478
PB2_15,PB2_32,10.1320754716981
PB2_15,PB2_33,4.46540880503145
PB2_15,PB2_34,10.1320754716981
PB2_15,PB2_35,6.13207547169811
PB2_15,PB2_36,7.33962264150943
PB2_15,PB2_37,7.63207547169811
PB2_15,PB2_38,6.63207547169811
PB2_15,PB2_39,6.41509433962264
PB2_15,PB2_40,8.92452830188679
PB2_15,PB2_41,4.13207547169811
PB2_15,PB2_42,6.92452830188679
PB2_15,PB2_43,6.92452830188679
PB2_15,PB2_44,19.9245283018868
PB2_15,PB2_45,42.5660377358491
PB2_15,PB2_46,12.9433962264151
PB2_15,PB2_47,7.92452830188679
PB2_16,PB2_17,2.83660589060308
PB2_16,PB2_18,12.4921739130435
PB2_16,PB2_19,2.6304347826087
PB2_16,PB2_20,25.3788819875776
PB2_16,PB2_21,5.61538461538462
PB2_16,PB2_22,4.1304347826087
PB2_16,PB2_23,2.71376811594203
PB2_16,PB2_24,12.3722826086957
PB2_16,PB2_25,4.27329192546584
